# time (ns), u (0.1 mm/s^2), x (m), theta (rad), skip, xdot (m/s), thetadot (rad/s), skip, u (m/s^2)
[[49848623,0,0.,-1.04712,-3.38381,0.,7.94602,0.,0.],
[74808122,0,0.,-0.79355,-3.38381,0.,7.94602,0.,0.],
[97798430,0,0.,-0.55871,-3.38381,0.,9.66408,0.,0.],
[121983585,0,0.,-0.24807,-3.38381,0.,9.66408,0.,0.],
[146542580,0,0.,0.06762,-3.38381,0.,11.96505,0.,0.],
[171314153,0,0.,0.38069,-3.38381,0.,11.96505,0.,0.],
[194589373,0,0.,0.67692,-3.38381,0.,13.13088,0.,0.],
[219910435,0,0.,0.94641,-3.38381,0.,13.13088,0.,0.],
[245378918,0,0.,1.17449,-3.38381,0.,11.01398,0.,0.],
[269283410,0,0.,1.39042,-3.38381,0.,11.01398,0.,0.],
[290571282,0,0.,1.57200,-3.38381,0.,8.65165,0.,0.],
[311960878,0,0.,1.71602,-3.38381,0.,8.65165,0.,0.],
[333451610,0,0.,1.82244,-3.38381,0.,6.10524,0.,0.],
[354844510,0,0.,1.91474,-3.38381,0.,6.10524,0.,0.],
[381119528,0,0.,1.99291,-3.38381,0.,4.17243,0.,0.],
[402615005,0,0.,2.06166,-3.38381,0.,4.17243,0.,0.],
[428838203,0,0.,2.12411,-3.38381,0.,2.82253,0.,0.],
[450609217,0,0.,2.15689,-3.38381,0.,2.82253,0.,0.],
[471766827,0,0.,2.16937,-3.38381,0.,2.82253,0.,0.],
[497247906,0,0.,2.16313,-3.38381,0.,0.95107,0.,0.],
[523437276,0,0.,2.14596,-3.38381,0.,0.95107,0.,0.],
[546495890,0,0.,2.10538,-3.38381,0.,-0.73631,0.,0.],
[572715203,0,0.,2.03822,-3.38381,0.,-0.73631,0.,0.],
[594563824,0,0.,1.95852,-3.38381,0.,-2.39301,0.,0.],
[620779888,0,0.,1.84747,-3.38381,0.,-2.39301,0.,0.],
[642506795,0,0.,1.73480,-3.38381,0.,-4.11107,0.,0.],
[665784980,0,0.,1.57826,-3.38381,0.,-4.11107,0.,0.],
[689493348,0,0.,1.43112,-3.38381,0.,-5.82913,0.,0.],
[712790763,0,0.,1.23862,-3.38381,0.,-5.82913,0.,0.],
[738505908,0,0.,1.02290,-3.38381,0.,-8.22214,0.,0.],
[762336041,0,0.,0.78117,-3.38381,0.,-8.22214,0.,0.],
[786522975,0,0.,0.48288,-3.38381,0.,-10.52311,0.,0.],
[812760926,0,0.,0.19230,-3.38381,0.,-10.52311,0.,0.],
[834309070,0,0.,-0.12418,-3.38381,0.,-12.60932,0.,0.],
[855612086,0,0.,-0.45842,-3.38381,0.,-12.60932,0.,0.],
[880085552,0,0.,-0.69973,-3.38381,0.,-12.17981,0.,0.],
[902829298,0,0.,-0.91139,-3.38381,0.,-12.17981,0.,0.],
[924964248,0,0.,-1.13749,-3.38381,0.,-12.17981,0.,0.],
[951175685,0,0.,-1.32402,-3.38381,0.,-9.66408,0.,0.],
[973627075,0,0.,-1.48933,-3.38381,0.,-9.66408,0.,0.],
[998319251,0,0.,-1.66363,-3.38381,0.,-7.79262,0.,0.],
[1021277240,10000,0.,-1.79135,-3.38381,0.,-7.79262,0.,0.],
[1042628231,10000,0.,-1.90861,-3.38381,0.,-5.85981,0.,0.],
[1063915943,10000,0.,-1.99284,-3.38381,0.,-5.85981,0.,1.],
[1085285950,10000,0.0001,-2.05305,-3.38381,0.02,-3.92699,0.,1.],
[1105963307,10000,0.0006,-2.08617,-3.38381,0.04,-3.92699,0.,1.],
[1130527846,10000,0.0015,-2.10726,-3.38381,0.06,-1.6567,0.,1.],
[1154553845,10000,0.0028,-2.12233,-3.38381,0.08,-1.6567,0.,1.],
[1178003686,10000,0.0045,-2.11329,-3.38381,0.1,-1.6567,0.,1.],
[1202508766,10000,0.0078,-2.07864,-3.38381,0.13,-0.18408,0.,1.],
[1223801205,10000,0.0105,-2.01391,-3.38381,0.15,-0.18408,0.,1.],
[1245839228,10000,0.0153,-1.93868,-3.38381,0.18,2.14757,0.,1.],
[1271902743,10000,0.019,-1.85298,-3.38381,0.2,2.14757,0.,1.],
[1298131026,10000,0.0231,-1.74326,-3.38381,0.22,3.71223,0.,1.],
[1319880055,10000,0.03,-1.58099,-3.38381,0.25,3.71223,0.,1.],
[1344469363,10000,0.0351,-1.39617,-3.38381,0.27,6.04389,0.,1.],
[1367832860,10000,0.0406,-1.22176,-3.38381,0.29,6.04389,0.,1.],
[1389200266,10000,0.0496,-1.01397,-3.38381,0.32,7.73126,0.,1.],
